added_rors	removed_rors	works_examples	OpenAlex Approve?
02aj0kh94		W2016169252	Yes
02aj0kh94		W1999321999	Yes
02aj0kh94		W1999321999	Yes
02aj0kh94		W2119486288	Yes
02aj0kh94		W2044315783	Yes
02aj0kh94		W2044315783	Yes
02aj0kh94		W1965473319	Yes
02aj0kh94		W1965473319	Yes
02aj0kh94		W2089235183	Yes
02aj0kh94		W2089235183	Yes
02aj0kh94		W1984440746	Yes
02aj0kh94		W2964088054	Yes
02aj0kh94		W2964088054	Yes
02aj0kh94		W1986401262	Yes
02aj0kh94		W1986401262	Yes
02aj0kh94		W1986401262	Yes
02aj0kh94		W1986401262	Yes
02aj0kh94		W1986401262	Yes
02aj0kh94		W1986401262	Yes
02aj0kh94		W1986401262	Yes
02aj0kh94		W2158042562	Yes
02aj0kh94		W2158042562	Yes
02aj0kh94		W2158042562	Yes
02aj0kh94		W2087231744	Yes
02aj0kh94	02rx3b187	W2024824843	No - auto
02aj0kh94	02rx3b187	W2024824843	No - auto
02aj0kh94		W2093572255	Yes
02aj0kh94		W2093572255	Yes
02aj0kh94		W2024380425	Yes
02aj0kh94		W2030985093	Yes
02aj0kh94		W2030985093	Yes
02aj0kh94		W2066330402	Yes
02aj0kh94		W2066330402	Yes
02aj0kh94		W2066330402	Yes
02aj0kh94		W2066330402	Yes
02aj0kh94		W2017534991	Yes
02aj0kh94		W2090362493	Yes
02aj0kh94		W2154359037	Yes
02aj0kh94		W2154359037	Yes
02aj0kh94		W4246088990	Yes
02aj0kh94		W4246088990	Yes
02aj0kh94		W213195015	Yes
02aj0kh94		W2074433543	Yes
02aj0kh94		W2036701401	Yes
02aj0kh94		W2036701401	Yes
02aj0kh94		W2036701401	Yes
02aj0kh94		W2039569075	Yes
02aj0kh94		W2039569075	Yes
02aj0kh94		W1992206021	Yes
02aj0kh94		W1992206021	Yes
	02rx3b187	W2082578377	Yes
	02rx3b187	W2082578377	Yes
02aj0kh94		W2082578377	Yes
02aj0kh94		W2019000603	Yes
02aj0kh94		W2019000603	Yes
02aj0kh94		W2080955368	Yes
02aj0kh94		W2080955368	Yes
02aj0kh94		W2008236755	Yes
02aj0kh94		W2016530280	Yes
02aj0kh94		W2016530280	Yes
02aj0kh94		W2016530280	Yes
02aj0kh94		W2169327480	Yes
02aj0kh94		W2169327480	Yes
02aj0kh94		W2169327480	Yes
02aj0kh94		W2169327480	Yes
02aj0kh94		W2047833658	Yes
02aj0kh94		W2047833658	Yes
02aj0kh94		W2067848579	Yes
02aj0kh94		W2029879357	Yes
02aj0kh94		W2029879357	Yes
02aj0kh94		W2043053050	Yes
02aj0kh94		W2043053050	Yes
02aj0kh94		W4251643318	Yes
02aj0kh94		W4251643318	Yes
02aj0kh94		W4251643318	Yes
02aj0kh94		W4251643318	Yes
02aj0kh94		W2010451883	Yes
02aj0kh94		W2037981581	Yes
02aj0kh94		W2037981581	Yes
02aj0kh94		W2042607772	Yes
02aj0kh94		W2042607772	Yes
02aj0kh94		W2042607772	Yes
02aj0kh94		W2038997925	Yes
02aj0kh94		W2038997925	Yes
02aj0kh94		W2036417277	Yes
02aj0kh94		W2066936353	Yes
02aj0kh94		W1992495512	Yes
02aj0kh94		W1992495512	Yes
02aj0kh94		W2322372903	Yes
02aj0kh94		W2322372903	Yes
02aj0kh94		W2068454220	Yes
02aj0kh94		W2069775694	Yes
02aj0kh94		W2069775694	Yes
02aj0kh94		W2069775694	Yes
02aj0kh94		W1963702212	Yes
02aj0kh94		W237817694	Yes
02aj0kh94		W4242798179	Yes
02aj0kh94		W2011375978	Yes
02aj0kh94		W283768196	Yes
02aj0kh94		W283768196	Yes
02aj0kh94		W2465831494	Yes
02aj0kh94		W2465831494	Yes
02aj0kh94		W1999058631	Yes
02aj0kh94		W1999058631	Yes
02aj0kh94		W3200306259	Yes
02aj0kh94		W3200306259	Yes
02aj0kh94	02rx3b187	W417237914	No - auto
02aj0kh94	02rx3b187	W417237914	No - auto
02aj0kh94	02rx3b187	W417237914	No - auto
02aj0kh94		W2038503822	Yes
02aj0kh94		W1993203929	Yes
02aj0kh94		W1960112293	Yes
02aj0kh94		W2106484621	Yes
02aj0kh94		W1987831851	Yes
02aj0kh94		W1987831851	Yes
02aj0kh94		W1987831851	Yes
02aj0kh94		W1987831851	Yes
02aj0kh94	02rx3b187	W2126136419	No - auto
02aj0kh94		W2049253605	Yes
02aj0kh94		W2049253605	Yes
02aj0kh94		W2049253605	Yes
02aj0kh94		W2079317510	Yes
02aj0kh94		W2079317510	Yes
02aj0kh94		W2079317510	Yes
02aj0kh94		W2067391029	Yes
02aj0kh94		W2124624388	Yes
02aj0kh94		W2099462281	Yes
02aj0kh94		W2099462281	Yes
02aj0kh94	02rx3b187	W2005561071	No - auto
02aj0kh94	02rx3b187	W2005561071	No - auto
02aj0kh94		W2075272477	Yes
02aj0kh94		W2075272477	Yes
02aj0kh94		W2075272477	Yes
02aj0kh94		W2075272477	Yes
02aj0kh94		W4302366325	Yes
02aj0kh94		W4302366325	Yes
02aj0kh94	02rx3b187	W2171417620	No - auto
02aj0kh94	02rx3b187	W2171417620	No - auto
02aj0kh94		W2096217453	Yes
02aj0kh94		W2096217453	Yes
02aj0kh94		W2120973069	Yes
02aj0kh94		W2078805832	Yes
02aj0kh94		W2048107686	Yes
02aj0kh94		W2048107686	Yes
02aj0kh94	02rx3b187	W2005623821	No - auto
02aj0kh94	02rx3b187	W2005623821	No - auto
02aj0kh94		W2019354552	Yes
02aj0kh94		W2025373569	Yes
02aj0kh94		W2025373569	Yes
02aj0kh94		W2006483008	Yes
02aj0kh94		W2006483008	Yes
02aj0kh94		W2070307307	Yes
02aj0kh94		W2070307307	Yes
02aj0kh94	02rx3b187	W2045462981	No - auto
02aj0kh94	02rx3b187	W2045462981	No - auto
02aj0kh94	02rx3b187	W2045462981	No - auto
02aj0kh94		W2088639559	Yes
02aj0kh94		W2088639559	Yes
02aj0kh94		W2014644249	Yes
02aj0kh94		W1998699684	Yes
02aj0kh94		W1998699684	Yes
02aj0kh94		W2073414112	Yes
02aj0kh94		W2124390945	Yes
02aj0kh94		W2020348379	Yes
02aj0kh94		W2020348379	Yes
02aj0kh94		W2124205075	Yes
02aj0kh94		W1484741854	Yes
02aj0kh94		W1484741854	Yes
02aj0kh94		W2156438238	Yes
02aj0kh94		W2156438238	Yes
02aj0kh94		W4235057771	Yes
02aj0kh94		W2044323469	Yes
02aj0kh94		W2044323469	Yes
02aj0kh94		W2073311405	Yes
02aj0kh94		W2073311405	Yes
02aj0kh94		W2087865595	Yes
02aj0kh94		W2087865595	Yes
02aj0kh94		W1977402857	Yes
02aj0kh94		W2045596505	Yes
02aj0kh94		W1995573361	Yes
02aj0kh94		W1995573361	Yes
02aj0kh94		W2085559335	Yes
02aj0kh94		W2085559335	Yes
02aj0kh94		W2085559335	Yes
02aj0kh94		W2077523969	Yes
02aj0kh94		W2077523969	Yes
02aj0kh94		W2077523969	Yes
02aj0kh94		W2077523969	Yes
02aj0kh94		W2123200026	Yes
02aj0kh94		W2123200026	Yes
02aj0kh94		W2063008503	Yes
02aj0kh94		W2018237187	Yes
02aj0kh94		W2022801258	Yes
02aj0kh94	02rx3b187	W2995007611	No - auto
02aj0kh94		W1585218178	Yes
02aj0kh94		W1585218178	Yes
02aj0kh94		W344661462	Yes
02aj0kh94		W2080637394	Yes
02aj0kh94		W2080637394	Yes
02aj0kh94		W1854269782	Yes
02aj0kh94		W1854269782	Yes
02aj0kh94		W2009176659	Yes
02aj0kh94		W2129540819	Yes
02aj0kh94		W2086575439	Yes
02aj0kh94		W2023584297	Yes
02aj0kh94		W2023584297	Yes
02aj0kh94		W2059984813	Yes
02aj0kh94		W4300873848	Yes
02aj0kh94		W4300873848	Yes
02aj0kh94		W2138853565	Yes
02aj0kh94		W2091421578	Yes
02aj0kh94		W2091421578	Yes
02aj0kh94		W2116196442	Yes
02aj0kh94		W2036023194	Yes
02aj0kh94		W2005684952	Yes
02aj0kh94		W2043973697	Yes
02aj0kh94		W2043973697	Yes
02aj0kh94	02rx3b187	W131317538	No - auto
02aj0kh94		W1991342940	Yes
02aj0kh94		W1991342940	Yes
02aj0kh94		W2047184002	Yes
02aj0kh94		W2047184002	Yes
02aj0kh94		W2075602875	Yes
02aj0kh94		W2057941220	Yes
02aj0kh94		W2057941220	Yes
02aj0kh94		W2000212489	Yes
02aj0kh94		W2000212489	Yes
02aj0kh94		W2078158613	Yes
02aj0kh94		W2078158613	Yes
02aj0kh94		W2111498563	Yes
02aj0kh94		W1610488004	Yes
02aj0kh94		W4299822560	Yes
02aj0kh94		W4299822560	Yes
02aj0kh94		W2037489129	Yes
02aj0kh94		W2037489129	Yes
02aj0kh94		W2041966823	Yes
02aj0kh94	02rx3b187	W1965698488	No - auto
02aj0kh94		W1854259772	Yes
02aj0kh94		W202570853	Yes
02aj0kh94		W2113891510	Yes
02aj0kh94		W2016756936	Yes
02aj0kh94		W2016756936	Yes
02aj0kh94		W2016756936	Yes
02aj0kh94		W1991093827	Yes
02aj0kh94		W1965745807	Yes
02aj0kh94		W1965745807	Yes
02aj0kh94		W2152093354	Yes
02aj0kh94		W2152093354	Yes
02aj0kh94		W2144251853	Yes
02aj0kh94		W2144251853	Yes
02aj0kh94		W2030813534	Yes
02aj0kh94		W2003386024	Yes
02aj0kh94		W1157603874	Yes
02aj0kh94		W2022089309	Yes
02aj0kh94		W2022089309	Yes
02aj0kh94		W2032163982	Yes
02aj0kh94		W2058736997	Yes
02aj0kh94		W2030666587	Yes
02aj0kh94		W2049619404	Yes
02aj0kh94		W2049619404	Yes
02aj0kh94		W2167652130	Yes
02aj0kh94		W2167652130	Yes
02aj0kh94		W2167652130	Yes
02aj0kh94		W2014481023	Yes
02aj0kh94		W2148957923	Yes
02aj0kh94		W2148957923	Yes
02aj0kh94		W2148957923	Yes
02aj0kh94		W4236820440	Yes
02aj0kh94		W4236820440	Yes
02aj0kh94		W2001808493	Yes
02aj0kh94		W2001808493	Yes
02aj0kh94		W2041418733	Yes
02aj0kh94		W2041418733	Yes
02aj0kh94		W2041418733	Yes
02aj0kh94		W1988457545	Yes
02aj0kh94	02rx3b187	W2055934281	No - auto
02aj0kh94	02rx3b187	W2055934281	No - auto
02aj0kh94	02rx3b187	W2055934281	No - auto
02aj0kh94	02rx3b187	W2055934281	Yes
02aj0kh94	02rx3b187	W2055934281	No - auto
02aj0kh94	02rx3b187	W2055934281	No - auto
02aj0kh94		W1978979114	Yes
02aj0kh94		W1978979114	Yes
02aj0kh94		W2090953800	Yes
02aj0kh94		W2152679023	Yes
02aj0kh94		W2026311149	Yes
02aj0kh94		W2026311149	Yes
02aj0kh94		W2077805318	Yes
02aj0kh94		W2077805318	Yes
02aj0kh94		W2091288259	Yes
02aj0kh94		W1864128177	Yes
02aj0kh94		W1864128177	Yes
02aj0kh94		W2132541425	Yes
02aj0kh94		W2132541425	Yes
02aj0kh94		W2047036170	Yes
02aj0kh94		W2047036170	Yes
02aj0kh94		W2109127778	Yes
02aj0kh94		W2109127778	Yes
02aj0kh94		W2109127778	Yes
02aj0kh94		W2109127778	Yes
02aj0kh94		W2110073455	Yes
02aj0kh94		W2110073455	Yes
02aj0kh94		W1971306206	Yes
02aj0kh94		W1971306206	Yes
02aj0kh94		W2059127596	Yes
02aj0kh94		W1988407784	Yes
02aj0kh94		W2085773867	Yes
02aj0kh94		W2087502966	Yes
02aj0kh94		W2058104909	Yes
02aj0kh94		W2052211030	Yes
02aj0kh94		W2077974791	Yes
02aj0kh94		W2126978947	Yes
02aj0kh94		W2126978947	Yes
02aj0kh94	02rx3b187	W1604221697	No - auto
02aj0kh94		W2010058266	Yes
02aj0kh94		W1996053094	Yes
02aj0kh94		W2155954902	Yes
02aj0kh94		W2155954902	Yes
02aj0kh94		W1917263453	Yes
02aj0kh94		W1917263453	Yes
02aj0kh94		W2139481909	Yes
02aj0kh94		W2084015987	Yes
02aj0kh94		W2128884739	Yes
02aj0kh94		W2067478842	Yes
02aj0kh94		W2067478842	Yes
02aj0kh94		W2128884739	Yes
02aj0kh94		W2060804888	Yes
02aj0kh94		W1975411399	Yes
02aj0kh94	02rx3b187	W4249872323	No - auto
02aj0kh94		W151252710	Yes
02aj0kh94	02rx3b187	W4249872323	No - auto
02aj0kh94		W1985379494	Yes
02aj0kh94		W1985379494	Yes
02aj0kh94		W1810538607	Yes
02aj0kh94		W151252710	Yes
02aj0kh94		W1810538607	Yes
02aj0kh94		W1997283359	Yes
02aj0kh94		W2025589380	Yes
02aj0kh94		W2025589380	Yes
02aj0kh94		W4253500888	Yes
02aj0kh94		W2043188266	Yes
02aj0kh94		W4253500888	Yes
02aj0kh94		W1972303300	Yes
02aj0kh94		W2043188266	Yes
02aj0kh94		W2043188266	Yes
02aj0kh94		W1982286625	Yes
02aj0kh94		W1982286625	Yes
02aj0kh94		W1561170015	Yes
02aj0kh94		W1561170015	Yes
02aj0kh94	02rx3b187	W2049288014	No - auto
02aj0kh94	02rx3b187	W2049288014	No - auto
02aj0kh94	02rx3b187	W4232971821	No - auto
02aj0kh94	02rx3b187	W4232971821	No - auto
02aj0kh94		W2000112567	Yes
02aj0kh94		W2000112567	Yes
02aj0kh94		W4405646495	Yes
02aj0kh94		W2138179100	Yes
02aj0kh94		W2138179100	Yes
02aj0kh94		W2138179100	Yes
02aj0kh94		W2146404350	Yes
02aj0kh94		W1995629708	Yes
02aj0kh94		W2071882255	Yes
02aj0kh94		W2161410708	Yes
02aj0kh94		W2161410708	Yes
02aj0kh94		W2032268939	Yes
02aj0kh94		W1864642745	Yes
02aj0kh94		W1965123991	Yes
02aj0kh94	02rx3b187	W2963705677	No - auto
02aj0kh94		W2018519477	Yes
02aj0kh94		W2018519477	Yes
02aj0kh94		W2018519477	Yes
02aj0kh94		W2018519477	Yes
02aj0kh94		W1992486455	Yes
02aj0kh94		W1973301136	Yes
02aj0kh94		W2115397424	Yes
02aj0kh94		W2093969564	Yes
02aj0kh94		W2093969564	Yes
02aj0kh94		W3099763305	Yes
02aj0kh94		W2128419344	Yes
02aj0kh94		W2075109609	Yes
02aj0kh94		W2075109609	Yes
02aj0kh94	02rx3b187	W2048147299	No - auto
02aj0kh94	02rx3b187	W2048147299	No - auto
02aj0kh94	02rx3b187	W2048147299	No - auto
02aj0kh94		W2117001136	Yes
02aj0kh94		W2117001136	Yes
02aj0kh94		W2117001136	Yes
02aj0kh94		W2117001136	Yes
02aj0kh94		W2117001136	Yes
02aj0kh94		W3037291962	Yes
02aj0kh94		W2094013301	Yes
02aj0kh94		W2094013301	Yes
02aj0kh94		W1666678382	Yes
02aj0kh94		W2092516254	Yes
02aj0kh94		W2092516254	Yes
02aj0kh94		W2064812670	Yes
02aj0kh94		W2134225719	Yes
02aj0kh94		W2134225719	Yes
02aj0kh94		W106006655	Yes
02aj0kh94		W106006655	Yes
02aj0kh94		W2149484457	Yes
02aj0kh94		W2114118400	Yes
02aj0kh94		W2114118400	Yes
02aj0kh94		W2097765096	Yes
02aj0kh94	02rx3b187	W2125170329	No - auto
02aj0kh94	02rx3b187	W2125170329	No - auto
02aj0kh94		W1605081346	Yes
02aj0kh94		W2109056856	Yes
02aj0kh94		W1965318413	Yes
02aj0kh94		W2106620820	Yes
02aj0kh94		W2010045297	Yes
02aj0kh94		W2010045297	Yes
02aj0kh94		W2010045297	Yes
02aj0kh94		W2010045297	Yes
02aj0kh94		W2010045297	Yes
02aj0kh94		W2170383932	Yes
02aj0kh94		W2170383932	Yes
02aj0kh94		W1582900573	Yes
02aj0kh94		W1582900573	Yes
02aj0kh94		W1507270444	Yes
02aj0kh94		W2006649844	Yes
02aj0kh94		W1999750347	Yes
02aj0kh94		W2076973875	Yes
02aj0kh94		W2076973875	Yes
02aj0kh94		W1965811679	Yes
02aj0kh94		W2022494254	Yes
02aj0kh94		W4301231065	Yes
02aj0kh94		W1978237027	Yes
02aj0kh94		W1972194671	Yes
02aj0kh94		W1972194671	Yes
02aj0kh94		W2136954375	Yes
02aj0kh94		W2101217096	Yes
02aj0kh94		W2101217096	Yes
02aj0kh94		W2101217096	Yes
02aj0kh94		W2031038315	Yes
02aj0kh94		W2031038315	Yes
02aj0kh94	02rx3b187	W2121630326	No - auto
02aj0kh94		W3105536303	Yes
02aj0kh94		W1965873406	Yes
02aj0kh94		W1965873406	Yes
02aj0kh94		W1997657741	Yes
02aj0kh94		W1997657741	Yes
02aj0kh94		W1997657741	Yes
02aj0kh94		W2029566156	Yes
02aj0kh94		W2108369596	Yes
02aj0kh94		W2108369596	Yes
02aj0kh94		W2108369596	Yes
02aj0kh94		W2108369596	Yes
02aj0kh94		W1542071011	Yes
02aj0kh94		W1542071011	Yes
02aj0kh94		W1542071011	Yes
02aj0kh94		W1542071011	Yes
02aj0kh94		W2148924886	Yes
02aj0kh94		W2148924886	Yes
02aj0kh94		W1997085431	Yes
02aj0kh94		W175532228	Yes
02aj0kh94		W175532228	Yes
02aj0kh94		W2168419566	Yes
02aj0kh94		W2168419566	Yes
02aj0kh94		W2168419566	Yes
02aj0kh94		W2033709588	Yes
02aj0kh94		W2033709588	Yes
02aj0kh94		W2111954457	Yes
02aj0kh94		W2079043545	Yes
02aj0kh94		W2079043545	Yes
02aj0kh94		W2543494948	Yes
02aj0kh94		W2543494948	Yes
02aj0kh94		W2543494948	Yes
02aj0kh94		W1990379889	Yes
02aj0kh94		W2089689121	Yes
02aj0kh94		W2089689121	Yes
02aj0kh94		W2080124747	Yes
02aj0kh94		W1978804992	Yes
02aj0kh94		W1995442570	Yes
02aj0kh94		W2078117715	Yes
02aj0kh94		W2085881542	Yes
02aj0kh94		W2085881542	Yes
02aj0kh94		W2126816404	Yes
02aj0kh94		W2126816404	Yes
02aj0kh94		W2086697763	Yes
02aj0kh94		W2086697763	Yes
02aj0kh94		W2119755285	Yes
02aj0kh94		W2119755285	Yes
02aj0kh94		W1489181059	Yes
02aj0kh94		W1987042676	Yes
02aj0kh94		W1977804023	Yes
02aj0kh94		W1977804023	Yes
02aj0kh94		W55765884	Yes
02aj0kh94		W2625482339	Yes
02aj0kh94		W2028325899	Yes
02aj0kh94		W2028325899	Yes
02aj0kh94		W2028325899	Yes
02aj0kh94		W1972596216	Yes
02aj0kh94		W1972596216	Yes
02aj0kh94		W2021280528	Yes
02aj0kh94		W2021280528	Yes
02aj0kh94		W98242352	Yes
02aj0kh94		W98242352	Yes
02aj0kh94		W2041678866	Yes
02aj0kh94		W2041678866	Yes
02aj0kh94		W2063811447	Yes
02aj0kh94		W2165299282	Yes
02aj0kh94		W2165299282	Yes
02aj0kh94		W4239346994	Yes
02aj0kh94		W2168191173	Yes
02aj0kh94		W2015379810	Yes
02aj0kh94		W1612633157	Yes
02aj0kh94		W1612633157	Yes
02aj0kh94		W2100038783	Yes
02aj0kh94		W2100038783	Yes
02aj0kh94		W4243228831	Yes
02aj0kh94		W2463046301	Yes
02aj0kh94		W1969084293	Yes
02aj0kh94		W1969084293	Yes
02aj0kh94	02rx3b187	W2071773274	No - auto
02aj0kh94	02rx3b187	W2071773274	No - auto
02aj0kh94		W2032455973	Yes
02aj0kh94	02rx3b187	W1516826584	No - auto
02aj0kh94	02rx3b187	W1516826584	No - auto
02aj0kh94		W2126481519	Yes
02aj0kh94		W1978765279	Yes
02aj0kh94		W2065677310	Yes
02aj0kh94		W2065677310	Yes
02aj0kh94		W2065677310	Yes
02aj0kh94		W2065677310	Yes
02aj0kh94		W2065677310	Yes
02aj0kh94		W2065677310	Yes
02aj0kh94		W2065677310	Yes
02aj0kh94		W2065677310	Yes
02aj0kh94		W1999632107	Yes
02aj0kh94		W1999632107	Yes
02aj0kh94		W2144143969	Yes
02aj0kh94		W2144143969	Yes
02aj0kh94		W2015812351	Yes
02aj0kh94		W1964877976	Yes
02aj0kh94		W1964877976	Yes
02aj0kh94		W2138347326	Yes
02aj0kh94		W2138347326	Yes
02aj0kh94		W2088046091	Yes
02aj0kh94		W2088046091	Yes
02aj0kh94		W2088046091	No - auto
02aj0kh94		W2088046091	Yes
02aj0kh94		W2088046091	No - auto
02aj0kh94		W2088046091	No - auto
02aj0kh94		W1989978854	Yes
02aj0kh94		W1989978854	Yes
02aj0kh94		W2054335734	Yes
02aj0kh94		W2026862836	Yes
02aj0kh94		W1830944000	Yes
02aj0kh94		W2105622343	Yes
02aj0kh94		W2065029592	Yes
02aj0kh94		W2065029592	Yes
02aj0kh94		W2065029592	Yes
02aj0kh94		W2065029592	Yes
02aj0kh94		W2022325159	Yes
02aj0kh94	02rx3b187	W1679409234	No - auto
02aj0kh94	02rx3b187	W1679409234	No - auto
02aj0kh94	02rx3b187	W2157018403	No - auto
02aj0kh94	02rx3b187	W2157018403	No - auto
02aj0kh94		W1976765390	Yes
02aj0kh94		W2135010362	Yes
02aj0kh94		W1991521542	Yes
02aj0kh94		W1997975993	Yes
02aj0kh94		W1997975993	Yes
02aj0kh94	02rx3b187	W1982194000	No - auto
02aj0kh94	02rx3b187	W1982194000	Yes
02aj0kh94		W2015315768	Yes
02aj0kh94		W2015315768	Yes
02aj0kh94		W2015315768	Yes
02aj0kh94		W2091874093	Yes
02aj0kh94		W1984994203	Yes
02aj0kh94		W1991953388	Yes
02aj0kh94		W1991953388	Yes
02aj0kh94		W1991953388	Yes
02aj0kh94		W1991953388	Yes
02aj0kh94		W1991953388	Yes
02aj0kh94		W1991953388	Yes
02aj0kh94		W1991953388	Yes
02aj0kh94		W1991953388	Yes
02aj0kh94		W2100201834	Yes
02aj0kh94		W2100201834	Yes
02aj0kh94		W2026466925	Yes
02aj0kh94		W2026466925	Yes
02aj0kh94		W2026466925	Yes
02aj0kh94		W2026466925	Yes
02aj0kh94		W2048295718	Yes
02aj0kh94		W2048295718	Yes
02aj0kh94		W2116058325	Yes
02aj0kh94	02rx3b187	W1968992025	No - auto
02aj0kh94	02rx3b187	W1968992025	No - auto
02aj0kh94	02rx3b187	W1968992025	No - auto
02aj0kh94	02rx3b187	W2123303378	No - auto
02aj0kh94	02rx3b187	W2123303378	No - auto
02aj0kh94		W2040727771	Yes
02aj0kh94		W2000140340	Yes
02aj0kh94		W2000140340	Yes
02aj0kh94	02rx3b187	W2114733226	No - auto
02aj0kh94	02rx3b187	W2114733226	No - auto
02aj0kh94		W2028810167	Yes
02aj0kh94	02rx3b187	W2077772052	No - auto
02aj0kh94	02rx3b187	W2077772052	No - auto
02aj0kh94	02rx3b187	W2077772052	No - auto
02aj0kh94		W2024478118	Yes
02aj0kh94		W2024478118	Yes
02aj0kh94		W2024478118	Yes
02aj0kh94	02rx3b187	W2025064677	No - auto
02aj0kh94	02rx3b187	W2005318164	No - auto
02aj0kh94		W2067020735	Yes
02aj0kh94		W2090824259	Yes
02aj0kh94		W2090824259	Yes
02aj0kh94	02rx3b187	W2081947108	Yes
02aj0kh94		W2036867774	Yes
02aj0kh94		W2036867774	Yes
02aj0kh94		W2088414726	Yes
02aj0kh94		W2088414726	Yes
02aj0kh94		W2088414726	Yes
02aj0kh94		W2088414726	Yes
02aj0kh94		W2047093170	Yes
02aj0kh94		W2050894311	Yes
02aj0kh94		W2050894311	Yes
02aj0kh94		W2050894311	Yes
02aj0kh94		W2050894311	Yes
02aj0kh94		W2050894311	Yes
02aj0kh94	02rx3b187	W2100002821	No - auto
02aj0kh94	02rx3b187	W2100002821	No - auto
02aj0kh94		W2138047230	Yes
02aj0kh94		W2138047230	Yes
02aj0kh94		W2138047230	Yes
02aj0kh94		W2138047230	Yes
02aj0kh94		W2138047230	Yes
02aj0kh94		W2319551483	Yes
02aj0kh94		W2319551483	Yes
02aj0kh94		W2035394682	Yes
02aj0kh94		W2051914901	Yes
02aj0kh94		W1533734422	Yes
02aj0kh94		W2066339272	Yes
02aj0kh94		W2066339272	Yes
02aj0kh94		W1978116431	Yes
02aj0kh94	02rx3b187	W2085087406	No - auto
02aj0kh94	02rx3b187	W2085087406	No - auto
02aj0kh94		W2123157959	Yes
02aj0kh94		W2123157959	Yes
02aj0kh94		W2183612112	Yes
02aj0kh94		W2183612112	Yes
02aj0kh94		W2183612112	Yes
02aj0kh94		W2164596327	Yes
02aj0kh94		W2164596327	Yes
02aj0kh94		W2168175275	Yes
02aj0kh94		W2168175275	Yes
02aj0kh94		W2012596868	Yes
02aj0kh94		W2012596868	Yes
02aj0kh94		W2012596868	Yes
02aj0kh94		W2012596868	Yes
02aj0kh94		W2090369575	Yes
02aj0kh94		W2007764776	Yes
02aj0kh94		W2011126271	Yes
02aj0kh94		W2011126271	Yes
02aj0kh94		W2138245574	Yes
02aj0kh94		W2022050837	Yes
02aj0kh94	02rx3b187	W2133739436	Yes
02aj0kh94		W1600023214	Yes
02aj0kh94		W1793133774	Yes
02aj0kh94		W2115185476	Yes
02aj0kh94	02rx3b187	W2008195212	Yes
02aj0kh94		W1989578348	Yes
02aj0kh94		W1989578348	Yes
02aj0kh94		W1978454080	Yes
02aj0kh94		W1978454080	Yes
02aj0kh94		W2035713488	Yes
02aj0kh94		W2035713488	Yes
02aj0kh94		W2063672552	Yes
02aj0kh94		W2137513132	Yes
02aj0kh94		W2137513132	Yes
02aj0kh94		W2079889212	Yes
02aj0kh94		W2079889212	Yes
02aj0kh94		W1991492395	Yes
02aj0kh94		W1991492395	Yes
02aj0kh94		W2072051210	Yes
02aj0kh94		W2072051210	Yes
02aj0kh94		W2044490426	Yes
02aj0kh94		W2044490426	Yes
02aj0kh94		W2037653778	Yes
02aj0kh94		W2037653778	Yes
02aj0kh94		W2037653778	Yes
02aj0kh94		W2011231749	Yes
02aj0kh94		W2011231749	Yes
02aj0kh94		W2006065167	Yes
02aj0kh94		W2006065167	Yes
02aj0kh94		W2099796037	Yes
02aj0kh94		W2099796037	Yes
02aj0kh94		W2039490029	Yes
02aj0kh94		W2039490029	Yes
02aj0kh94		W1964578333	Yes
02aj0kh94		W1964578333	Yes
02aj0kh94		W2020910124	Yes
02aj0kh94		W2020910124	Yes
02aj0kh94		W2053374382	Yes
02aj0kh94	02rx3b187	W28255268	No - auto
02aj0kh94	02rx3b187	W28255268	No - auto
02aj0kh94		W2052547296	Yes
02aj0kh94		W1660103359	Yes
02aj0kh94		W1666149921	Yes
02aj0kh94		W2045915148	Yes
02aj0kh94		W2045915148	Yes
02aj0kh94		W2045915148	Yes
02aj0kh94		W4240200296	Yes
02aj0kh94		W4240200296	Yes
02aj0kh94		W75424723	Yes
02aj0kh94		W75424723	Yes
02aj0kh94		W2049507820	Yes
02aj0kh94		W2049507820	Yes
02aj0kh94	02rx3b187	W2102225353	No - auto
02aj0kh94	02rx3b187	W2102225353	No - auto
02aj0kh94	02rx3b187	W2102225353	No - auto
02aj0kh94	02rx3b187	W2102225353	No - auto
02aj0kh94		W2109117823	Yes
02aj0kh94	02rx3b187	W1997468531	No - auto
02aj0kh94	02rx3b187	W1997468531	No - auto
02aj0kh94	02rx3b187	W1997468531	No - auto
02aj0kh94		W2008466687	Yes
02aj0kh94		W2166958107	Yes
02aj0kh94		W2166958107	Yes
02aj0kh94		W2166958107	Yes
02aj0kh94		W2166958107	Yes
02aj0kh94		W2166958107	Yes
02aj0kh94		W2012615857	Yes
02aj0kh94		W2012615857	Yes
02aj0kh94		W2012615857	Yes
02aj0kh94		W2012615857	Yes
02aj0kh94		W2043729003	Yes
02aj0kh94		W2130974641	Yes
02aj0kh94		W2130974641	Yes
02aj0kh94	02rx3b187	W2038857997	No - auto
02aj0kh94	02rx3b187	W2038857997	No - auto
02aj0kh94		W2024005838	Yes
02aj0kh94		W2024005838	Yes
02aj0kh94		W1983396860	Yes
02aj0kh94		W2137940715	Yes
02aj0kh94		W2055936480	Yes
02aj0kh94		W1974832721	Yes
02aj0kh94		W2023467678	Yes
02aj0kh94		W2023467678	Yes
02aj0kh94		W2023467678	Yes
